Date,Time,Location,Operator,Route,AC Type,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passangers,Fatalities Crew,Ground,Summary,time_of_day,Fatalities_degree,date_time,year,month,Season,all_died,time_period,reasons
07/21/1989,15:23,"Manila, Philippines",Philippine Air Lines,Zamboanga - Manila,BAC One-Eleven 516FP,98.0,91.0,7.0,1.0,1.0,0.0,8.0,"In heavy rain the aircraft bounced twice, crashed through a concreate wall, overran the runway, crossed a road and struck several cars.",Afternoon,0-5 Fatalities,1989-07-21 15:23:00,1989,July,Summer,False,1985-1995,in heavy rain the aircraft bounced twice crashed through a concreate wall overran the runway crossed a road and struck several cars
07/23/1989,15:23,"Near Jalalabad, Afghanistan",Military - Afghan Republican Air Force,Zamboanga - Manila,Mil Mi-8 / Mil Mi-8,30.0,91.0,7.0,30.0,1.0,0.0,0.0,Mid-air collision between two helicopters.,Afternoon,20-50 Fatalities,1989-07-23 15:23:00,1989,July,Summer,True,1985-1995,midair collision between two helicopters
07/26/1989,15:23,"Near Chana, Angola",Military - Angolan Air Force,Luena - Cazombo,Antonov AN-26,48.0,44.0,4.0,42.0,1.0,0.0,0.0,Shot down either by rebel forces or friendly fire. A missile struck one of the engines and the plane crashed while attempting an emergency landing.,Morning,20-50 Fatalities,1989-07-26 15:23:00,1989,July,Summer,False,1985-1995,shot down either by rebel forces or friendly fire a missile struck one of the engines and the plane crashed while attempting an emergency landing
07/27/1989,15:23,"Off Ullung Do, South Korea",Universal Airlines,Luena - Cazombo,Sikorsky S-58T,19.0,44.0,4.0,13.0,1.0,0.0,0.0,Crashed into the sea.,Morning,10-20 Fatalities,1989-07-27 15:23:00,1989,July,Summer,False,1985-1995,crashed into the sea
07/27/1989,07:00,"Tripoli, Libya",Korean Airlines,Jeddah - Tripoli,McDonnell Douglas DC-10-30,199.0,181.0,18.0,75.0,72.0,3.0,4.0,The aircraft crashed short of the runway while landing in fog. Failure of the captain to land without analyzing the weather data.,Morning,50-100 Fatalities,1989-07-27 07:00:00,1989,July,Summer,False,1985-1995,the aircraft crashed short of the runway while landing in fog failure of the captain to land without analyzing the weather data
07/31/1989,22:00,"Auckland, New Zealand",Air Freight New Zealand,Auckland - Christchurch,Convair CV-580,3.0,0.0,3.0,3.0,0.0,3.0,0.0,The cargo lost altitude shortly after lifting off and crashed and broke up in  Manukau Harbor. The training captain's failure to monitor the aircraft's climb flight path during the critical stage of the climb after take-off.,Evening,0-5 Fatalities,1989-07-31 22:00:00,1989,July,Summer,True,1985-1995,the cargo lost altitude shortly after lifting off and crashed and broke up in  manukau harbor the training captains failure to monitor the aircrafts climb flight path during the critical stage of the climb after takeoff
08/03/1989,13:43,"Samos, Greece",Olympic Aviation,Thessaloniki - Samos,Shorts 330-200,34.0,31.0,3.0,34.0,31.0,3.0,0.0,Crashed into Mt. Kerkis in poor weather after deviating from course on approach. The crew was flying VFR in IFR conditons. The aircraft was named Isle of Minos.,Afternoon,20-50 Fatalities,1989-08-03 13:43:00,1989,August,Summer,True,1985-1995,crashed into mt kerkis in poor weather after deviating from course on approach the crew was flying vfr in ifr conditons the aircraft was named isle of minos
08/07/1989,12:10,"Near Gambela, Ethiopia",RRC Air Service,Addis Ababa - Bole,de Havilland DHC-6 Twin Otter 300,16.0,13.0,3.0,16.0,13.0,3.0,0.0,"The aircraft took off from Addis Ababa to see how much food was reaching the famine-stricken area of western Ethiopia.  The plane crashed into a mountain in poor weather conditons at an altitude of  3,600 feet.  The crew flew into an area of bad weather at a very low altitude and failed to maintain visual contact with the ground.  U.S. Representative George Thomas ""Mickey"" Leland, 45, killed.",Afternoon,10-20 Fatalities,1989-08-07 12:10:00,1989,August,Summer,True,1985-1995,the aircraft took off from addis ababa to see how much food was reaching the faminestricken area of western ethiopia  the plane crashed into a mountain in poor weather conditons at an altitude of  3600 feet  the crew flew into an area of bad weather at a very low altitude and failed to maintain visual contact with the ground  us representative george thomas mickey leland 45 killed
08/08/1989,10:35,"Near Midford Sound, New Zealand",Aspring Air,Wanaka - Milford Sound,Britten-Norman BN-2A-26 Trislander,10.0,9.0,1.0,10.0,9.0,1.0,0.0,Crashed into the face of a mountain. Undetermined.,Morning,10-20 Fatalities,1989-08-08 10:35:00,1989,August,Summer,True,1985-1995,crashed into the face of a mountain undetermined
08/13/1989,21:25,"Janice, Mississippi",Private,"Hattiesburg, MS - Gulfport, MS",Cessna 177RG,2.0,1.0,1.0,2.0,1.0,1.0,0.0,"The aircraft was flying from Hattiesburg to Gulfport. The non-instrument rated pilot lost control of the aircraft after encountering instrument meteorological conditions resulting in the airplane spiraling into the ground in a wooded area.  U.S. Representative from Mississippi, Larkin Smith, 45, was killed.",Evening,0-5 Fatalities,1989-08-13 21:25:00,1989,August,Summer,True,1985-1995,the aircraft was flying from hattiesburg to gulfport the noninstrument rated pilot lost control of the aircraft after encountering instrument meteorological conditions resulting in the airplane spiraling into the ground in a wooded area  us representative from mississippi larkin smith 45 was killed
08/15/1989,21:25,"Shanghai, China , China",China Eastern Airlines,Shanghai - Hongqiao,Antonov AN-24RV,40.0,34.0,6.0,34.0,28.0,6.0,0.0,Lost power and crashed into a river shortly after taking off from Shanghai.,Afternoon,20-50 Fatalities,1989-08-15 21:25:00,1989,August,Summer,False,1985-1995,lost power and crashed into a river shortly after taking off from shanghai
08/25/1989,07:45,"Near Gilgit, Pakistan",Pakistan International Airlines,Gilgit - Islamabad - Chaklala,Fokker F-27 Friendship 200,54.0,49.0,5.0,54.0,49.0,5.0,0.0,Crashed into Himalaya Mountains en route from Gilgit to Islamabad.,Morning,50-100 Fatalities,1989-08-25 07:45:00,1989,August,Summer,True,1985-1995,crashed into himalaya mountains en route from gilgit to islamabad
09/03/1989,20:45,"Near Sao Jose do Xingu, Brazil",Varig,Maraba - Belem,Boeing B-737-241,54.0,48.0,6.0,13.0,13.0,0.0,0.0,"A series of navigation errors led to the aircraft running out of fuel and crashing into the jungle. The crew was working with a filight plan that showed the course in tenths of a degree  instead of in the usual whole degrees. When the flight plan indicated 0270 degrees, the crew should have been flying at 027 degrees. Instead they flew at 270 degrees (west).Therefore, the crew flew in  the wrong direction, even though Belem was north of Maraba and the sun was setting right in front of them. Then they assumed they had overshot Belem and flew straight back east. Then they began following a river which they assumed was the Amazon which would lead them to Belem, but it was the Xingu river. Finally, they  tuned in a radio station and homed in on it assuming it was a Belem station, which it wasn't.",Evening,10-20 Fatalities,1989-09-03 20:45:00,1989,September,Autumn,False,1985-1995,a series of navigation errors led to the aircraft running out of fuel and crashing into the jungle the crew was working with a filight plan that showed the course in tenths of a degree  instead of in the usual whole degrees when the flight plan indicated 0270 degrees the crew should have been flying at 027 degrees instead they flew at 270 degrees westtherefore the crew flew in  the wrong direction even though belem was north of maraba and the sun was setting right in front of them then they assumed they had overshot belem and flew straight back east then they began following a river which they assumed was the amazon which would lead them to belem but it was the xingu river finally they  tuned in a radio station and homed in on it assuming it was a belem station which it wasnt
09/03/1989,19:00,"Near Havana, Cuba",Cubana de Aviacion,"Havana - Köln, Bonn",Ilyushin IL-62M,126.0,115.0,11.0,126.0,115.0,11.0,45.0,The aircraft crashed into navigational towers and residential houses shortly after takeoff in heavy rain and high winds. Decision of the pilot in command  to fly after an abrupt deterioration in weather conditions.,Evening,Greater than 100 Fatalities,1989-09-03 19:00:00,1989,September,Autumn,True,1985-1995,the aircraft crashed into navigational towers and residential houses shortly after takeoff in heavy rain and high winds decision of the pilot in command  to fly after an abrupt deterioration in weather conditions
09/08/1989,16:36,"Skagerrak, Denmark",Partnair,Oslo - Hamburg,Convair CV-580,55.0,50.0,5.0,55.0,50.0,5.0,0.0,"The aircraft crashed into the sea after an in-flight breakup. Severe vibration caused by worn bolts causing the rudder to jam and the tail to collapse. Bolts used to attach the fin to the fuselage were found to be counterfeit and wore much faster that genuine bolts.  Official PC: The accident was caused by loss of control due to the destruction of primary control surfaces in the tail section, which, in turn, was caused by aeroelastic oscillations initiated by abnormal clearances in the vertical stabilizer attachments to the fuselage structure. The condition of the attachments was a result of excessive wear in pins and sleeves used in this structural joint. The pins and sleeves were of an inferior quality and did not satisfy specified values for hardness and tensile strength. They had also been installed and inspected using sub-standard maintenance procedures. Undamped oscillations in the elevator contributed to the structural failure of the empennage.""",Afternoon,50-100 Fatalities,1989-09-08 16:36:00,1989,September,Autumn,True,1985-1995,the aircraft crashed into the sea after an inflight breakup severe vibration caused by worn bolts causing the rudder to jam and the tail to collapse bolts used to attach the fin to the fuselage were found to be counterfeit and wore much faster that genuine bolts  official pc the accident was caused by loss of control due to the destruction of primary control surfaces in the tail section which in turn was caused by aeroelastic oscillations initiated by abnormal clearances in the vertical stabilizer attachments to the fuselage structure the condition of the attachments was a result of excessive wear in pins and sleeves used in this structural joint the pins and sleeves were of an inferior quality and did not satisfy specified values for hardness and tensile strength they had also been installed and inspected using substandard maintenance procedures undamped oscillations in the elevator contributed to the structural failure of the empennage
09/15/1989,21:10,"Mayfield, Kentucky",Wehite Cap Aviation,"Orlando, FL - Mayfield, KY",Beech King Air B100,6.0,5.0,1.0,6.0,5.0,1.0,0.0,"Crashed into trees while attempting to land at night, in fog. Improper IFR procedures and failure to maintain minimum descent altitude.",Evening,5-10 Fatalities,1989-09-15 21:10:00,1989,September,Autumn,True,1985-1995,crashed into trees while attempting to land at night in fog improper ifr procedures and failure to maintain minimum descent altitude
09/15/1989,21:10,"Near Bentuni, Indonesia",Merpati Nusantara Airlines,Manokwari - Bentuni,de Havilland Canada DHC-6 Twin Otter 300,22.0,19.0,3.0,22.0,19.0,3.0,0.0,Crashed while making an approach to Bintuni.,Afternoon,20-50 Fatalities,1989-09-15 21:10:00,1989,September,Autumn,True,1985-1995,crashed while making an approach to bintuni
09/19/1989,14:00,"Near Bilma, Niger",Union des Transportes Aeriens,N'Djamena - Paris,McDonnell Douglas DC-10-30,171.0,156.0,15.0,171.0,156.0,15.0,0.0,"While climbing through FL 350, 46 minutes after takeoff, a bomb exploded in a container in location 13-R in the forward cargo hold. The aircraft disintegrated and crashed into the desert. A Congolese man, who boarded at Brazzaville and disembarked at Ndjamena was believed to have brought the bomb aboard.",Afternoon,Greater than 100 Fatalities,1989-09-19 14:00:00,1989,September,Autumn,True,1985-1995,while climbing through fl 350 46 minutes after takeoff a bomb exploded in a container in location 13r in the forward cargo hold the aircraft disintegrated and crashed into the desert a congolese man who boarded at brazzaville and disembarked at ndjamena was believed to have brought the bomb aboard
09/20/1989,15:00,"Fairbanks, Alaska",Boeing KC-135E,Training,Military - U.S. Air Force,7.0,156.0,15.0,2.0,156.0,15.0,0.0,An explosion occurred in an overheated fuel pump while shuting down the engines.,Afternoon,0-5 Fatalities,1989-09-20 15:00:00,1989,September,Autumn,False,1985-1995,an explosion occurred in an overheated fuel pump while shuting down the engines
09/20/1989,23:21,"La Guardia Airport, New York, New York",USAir,"New York City - Charlotte, NC",Boeing B-737-401,63.0,57.0,6.0,2.0,2.0,0.0,0.0,"During an aborted takeoff,  the aircraft overran the runway, hit a wooden approach lighting pier and came to rest partially submerged in shallow water in Bowery Bay. The failure of the captain to exercise his authority in a timely manner to reject or continue the troubled takeoff which was initiated by a mistrimmed rudder.",Evening,0-5 Fatalities,1989-09-20 23:21:00,1989,September,Autumn,False,1985-1995,during an aborted takeoff  the aircraft overran the runway hit a wooden approach lighting pier and came to rest partially submerged in shallow water in bowery bay the failure of the captain to exercise his authority in a timely manner to reject or continue the troubled takeoff which was initiated by a mistrimmed rudder
09/21/1989,23:21,Centeral Afghanistan Afghanistan,Military - Afghan Republican Air Force,"New York City - Charlotte, NC",Mil Mi-8 (helicopter),26.0,57.0,6.0,26.0,2.0,0.0,0.0,"During an aborted takeoff,  the aircraft overran the runway, hit a wooden approach lighting pier and came to rest partially submerged in shallow water in Bowery Bay. The failure of the captain to exercise his authority in a timely manner to reject or continue the troubled takeoff which was initiated by a mistrimmed rudder.",Evening,20-50 Fatalities,1989-09-21 23:21:00,1989,September,Autumn,True,1985-1995,during an aborted takeoff  the aircraft overran the runway hit a wooden approach lighting pier and came to rest partially submerged in shallow water in bowery bay the failure of the captain to exercise his authority in a timely manner to reject or continue the troubled takeoff which was initiated by a mistrimmed rudder
09/21/1989,23:21,"Near Baghran, Afghanistan",Military - Afghan Republican Air Force,"New York City - Charlotte, NC",Mil Mi-17 ( helicopter),24.0,57.0,6.0,24.0,2.0,0.0,0.0,"During an aborted takeoff,  the aircraft overran the runway, hit a wooden approach lighting pier and came to rest partially submerged in shallow water in Bowery Bay. The failure of the captain to exercise his authority in a timely manner to reject or continue the troubled takeoff which was initiated by a mistrimmed rudder.",Evening,20-50 Fatalities,1989-09-21 23:21:00,1989,September,Autumn,True,1985-1995,during an aborted takeoff  the aircraft overran the runway hit a wooden approach lighting pier and came to rest partially submerged in shallow water in bowery bay the failure of the captain to exercise his authority in a timely manner to reject or continue the troubled takeoff which was initiated by a mistrimmed rudder
09/23/1989,20:35,"Ujani Dam, India",Vayudoot,Pune - Hyderabad,Dornier Do-288-201,11.0,8.0,3.0,11.0,8.0,3.0,0.0,Exploded in mid-air and crashed during a thunderstorm and heavy rain.,Evening,10-20 Fatalities,1989-09-23 20:35:00,1989,September,Autumn,True,1985-1995,exploded in midair and crashed during a thunderstorm and heavy rain
09/26/1989,08:28,"Terrace,  Canada",Skylink Airlines,Vancouver - Terrace,Swearingen SA.227AC Metro III,7.0,5.0,2.0,7.0,5.0,2.0,0.0,"The plane struck trees, losing part of a wing after initiating a go-around. The crew continued with the approach beyond the missed approach point without establishing the required visual references.",Morning,5-10 Fatalities,1989-09-26 08:28:00,1989,September,Autumn,True,1985-1995,the plane struck trees losing part of a wing after initiating a goaround the crew continued with the approach beyond the missed approach point without establishing the required visual references
09/27/1989,09:53,"Grand Canyon National Park Airport, Tusayan, Arizona",Grand Canyon Airlines,Grand Canyon National Park,de Havilland Canada DHC-6 Twin Otter 300,21.0,19.0,2.0,10.0,8.0,2.0,0.0,"The aircraft bounced and came down on its right wing tip while attempting to land. The controls were damaged and after an attempted go-around and reaching a height of 200 ft., the plane rolled to the left and crashed into trees on a hill. Improper pilot techniques and crew coordination during the landing attempt, bounce and attempted go-around.",Morning,10-20 Fatalities,1989-09-27 09:53:00,1989,September,Autumn,False,1985-1995,the aircraft bounced and came down on its right wing tip while attempting to land the controls were damaged and after an attempted goaround and reaching a height of 200 ft the plane rolled to the left and crashed into trees on a hill improper pilot techniques and crew coordination during the landing attempt bounce and attempted goaround
09/28/1989,20:08,"Semyonovka ,Ukraine",MAP,Mukachevo - 	Moscow,Antonov An-32,9.0,4.0,5.0,9.0,4.0,5.0,0.0,Failure of the autopilot caused the plane to enter a spiral descent. Attempts to pull the plane out caused the aircraft to break-up in midair and crash into a swamp.,Evening,5-10 Fatalities,1989-09-28 20:08:00,1989,September,Autumn,True,1985-1995,failure of the autopilot caused the plane to enter a spiral descent attempts to pull the plane out caused the aircraft to breakup in midair and crash into a swamp
10/04/1989,06:00,"Perth, Ontario, Canada",Military - U.S. Air Force,Mukachevo - 	Moscow,Boeing KC-135A,4.0,0.0,4.0,4.0,0.0,4.0,0.0,A dry  fuel pump led to the ignition of fuel vapors.,Morning,0-5 Fatalities,1989-10-04 06:00:00,1989,October,Autumn,True,1985-1995,a dry  fuel pump led to the ignition of fuel vapors
10/06/1989,22:05,"Uncertain, Texas",Winchester Air,Uncertain - Destsin,Cessna 208 Caravan I,5.0,3.0,2.0,5.0,3.0,2.0,0.0,"The aircraft took off, made a left turn and crashed into trees.  Improper planning and decision by the pilot-in-command and failure of the crew to maintain runway alignment and clearance from the high obstructions beside the runway. Contributing factors included weather conditions, dark night, lack of runway edge lights, lack of visual perception by the pilots and trees beside the runway.",Evening,5-10 Fatalities,1989-10-06 22:05:00,1989,October,Autumn,True,1985-1995,the aircraft took off made a left turn and crashed into trees  improper planning and decision by the pilotincommand and failure of the crew to maintain runway alignment and clearance from the high obstructions beside the runway contributing factors included weather conditions dark night lack of runway edge lights lack of visual perception by the pilots and trees beside the runway
10/10/1989,13:39,"Lacey Township, New Jersey",Air Taxi - Paramount Aviation Corp.,"New York, NY - Atlantic City, NJ",Agusta A109A MK II,5.0,4.0,1.0,5.0,4.0,1.0,0.0,"In-flight separation of a main rotor blade of the helicopter due to fatigue failure of the main rotor blade spar, which originated at a manufacturing induced scratch (tool mark) that was the result of inadequate quality control.",Afternoon,5-10 Fatalities,1989-10-10 13:39:00,1989,October,Autumn,True,1985-1995,inflight separation of a main rotor blade of the helicopter due to fatigue failure of the main rotor blade spar which originated at a manufacturing induced scratch tool mark that was the result of inadequate quality control
10/10/1989,13:39,"Urpay, Peru",TAUSA,Urpay-Uchiza,Cessna 402C Utililiner,12.0,11.0,1.0,12.0,11.0,1.0,0.0,Crashed into mountain after takeoff.,Morning,10-20 Fatalities,1989-10-10 13:39:00,1989,October,Autumn,True,1985-1995,crashed into mountain after takeoff
10/18/1989,13:39,"Nasosny, Russia",Military - Russian Air Force,Urpay-Uchiza,Ilyushin IL-76MD,57.0,50.0,7.0,57.0,50.0,7.0,0.0,Crashed into the Caspian sea after reporting an engine fire.,Morning,50-100 Fatalities,1989-10-18 13:39:00,1989,October,Autumn,True,1985-1995,crashed into the caspian sea after reporting an engine fire
10/20/1989,02:32,"Leninakan, Russia",Aeroflot,Ul'yanovsk - Leninakan,Ilyushin IL-76TD,15.0,10.0,5.0,15.0,10.0,5.0,0.0,Descended below minima and struck a mountain. Did not heed GPWS warnings. Incorrectly set altimeter.,Night,10-20 Fatalities,1989-10-20 02:32:00,1989,October,Autumn,True,1985-1995,descended below minima and struck a mountain did not heed gpws warnings incorrectly set altimeter
10/21/1989,07:53,"Near Tegucigalpa, Honduras",TAN,Managua - Tegucigalpa,Boeing B-727-224,146.0,138.0,8.0,127.0,123.0,4.0,0.0,The aircraft landed short of the runway in heavy rain and high winds after returning to the airport. The crew did not follow the proper approach procedure.,Morning,Greater than 100 Fatalities,1989-10-21 07:53:00,1989,October,Autumn,False,1985-1995,the aircraft landed short of the runway in heavy rain and high winds after returning to the airport the crew did not follow the proper approach procedure
10/26/1989,07:53,"Petropavlovsk, USSR",Military - Soviet Air Force,Managua - Tegucigalpa,Antonov AN-26,36.0,30.0,6.0,36.0,30.0,6.0,0.0,Crashed while attempting to land in poor weather. Controlled flight into terrain.,Afternoon,20-50 Fatalities,1989-10-26 07:53:00,1989,October,Autumn,True,1985-1995,crashed while attempting to land in poor weather controlled flight into terrain
10/26/1989,18:55,"Hualien, China",China Airlines (Taiwan),Hualien - Taipei,Boeing B-737-209,54.0,47.0,7.0,54.0,47.0,7.0,0.0,"The plane hit a 7,000 ft, mountain 10 minutes after taking off. The flight crew used an incorrect departure procedure.",Evening,50-100 Fatalities,1989-10-26 18:55:00,1989,October,Autumn,True,1985-1995,the plane hit a 7000 ft mountain 10 minutes after taking off the flight crew used an incorrect departure procedure
10/28/1989,18:37,"Halawa Point, Molokai, Hawaii",Aloha Island Air,"Kahului, Maui - Kaunakakai, Molokai",de Havilland DHC-6 Twin Otter 300,20.0,18.0,2.0,20.0,18.0,2.0,0.0,"The aircraft collided with terrain near Halawa Bay, Molokai, Hawaii, while en route on a scheduled passenger flight from the Kahalui Airport, Maui, to Kaunakakai Airport, Molokai. The decision of the captain to continue flight under visual flight rules at night into instrument meteorological conditions, which obscured rising mountainous terrain. The victims included eight members of Molokai High School's volleyball team and staff.",Evening,20-50 Fatalities,1989-10-28 18:37:00,1989,October,Autumn,True,1985-1995,the aircraft collided with terrain near halawa bay molokai hawaii while en route on a scheduled passenger flight from the kahalui airport maui to kaunakakai airport molokai the decision of the captain to continue flight under visual flight rules at night into instrument meteorological conditions which obscured rising mountainous terrain the victims included eight members of molokai high schools volleyball team and staff
11/09/1989,18:37,"Monrovia, Liberia",Weasua Air Ttansport,Monrovia-Freetown,Britten-Norman BN-2A Islander,10.0,9.0,1.0,2.0,1.0,1.0,0.0,Crashed on a beach following engine failure.,Evening,0-5 Fatalities,1989-11-09 18:37:00,1989,November,Autumn,False,1985-1995,crashed on a beach following engine failure
11/10/1989,18:37,"Maluti Mountains, Lesotho",Military - Royal Lesotho Defence Force,Qacha?s-  Nek-Maseru,Casa 212 Aviocar,18.0,16.0,2.0,18.0,16.0,2.0,0.0,Hit a mountain.,Afternoon,10-20 Fatalities,1989-11-10 18:37:00,1989,November,Autumn,True,1985-1995,hit a mountain
11/21/1989,17:28,"Near Tyumem, Russia",Aeroflot,Perm - Sovietsky,Antonov AN-24,42.0,36.0,6.0,34.0,28.0,6.0,0.0,The plane collided with  trees 180 m from the Inner Marker.  Weather was below minima with a 80 m cloud base and 2000 m visibility in haze and snow.,Afternoon,20-50 Fatalities,1989-11-21 17:28:00,1989,November,Autumn,False,1985-1995,the plane collided with  trees 180 m from the inner marker  weather was below minima with a 80 m cloud base and 2000 m visibility in haze and snow
11/23/1989,17:28,Albania,Military - People's Army/ Military - Peoples Air Force,Perm - Sovietsky,Mil Mi-4 / Mil Mi-4,24.0,36.0,6.0,24.0,28.0,6.0,0.0,Two helicopters transporting bus accident victims collided in mid-air.,Afternoon,20-50 Fatalities,1989-11-23 17:28:00,1989,November,Autumn,True,1985-1995,two helicopters transporting bus accident victims collided in midair
11/25/1989,07:48,"Seoul, South Korea",Korean Airlines,Seou - Ulsan,Fokker F-28 Fellowship 4000,52.0,46.0,6.0,1.0,1.0,0.0,0.0,"The plane crashed during takeoff after losing the left engine, directional control and overrunning the runway and catching fire.",Morning,0-5 Fatalities,1989-11-25 07:48:00,1989,November,Autumn,False,1985-1995,the plane crashed during takeoff after losing the left engine directional control and overrunning the runway and catching fire
11/27/1989,07:16,"Bogota, Colombia",AVIANCA,Bogota - Cali,Boeing B-727-21,107.0,101.0,6.0,107.0,101.0,6.0,3.0,The plane burst into flames and crashed shortly after taking off from El Dorado Airport. Detonation of an explosive device placed on the floor on the starboard side of the passenger cabin at seat 15F which ignited fuel vapors in an empty fuel tank. The bomb was placed by members of the drug cartel headed by Pablo Escobar in an attempt to kill presidental candidate Cesare Gaviria. He was not aboard the flight.,Morning,Greater than 100 Fatalities,1989-11-27 07:16:00,1989,November,Autumn,True,1985-1995,the plane burst into flames and crashed shortly after taking off from el dorado airport detonation of an explosive device placed on the floor on the starboard side of the passenger cabin at seat 15f which ignited fuel vapors in an empty fuel tank the bomb was placed by members of the drug cartel headed by pablo escobar in an attempt to kill presidental candidate cesare gaviria he was not aboard the flight
11/27/1989,07:16,"Near Jamba, Angola",Tepper Aviation,Kamina - Jamba,Lockheed L-100-20 Hercules,5.0,0.0,5.0,5.0,0.0,5.0,0.0,Crashed while landing.,Afternoon,5-10 Fatalities,1989-11-27 07:16:00,1989,November,Autumn,True,1985-1995,crashed while landing
11/28/1989,20:00,"Charallave, Venezuela",Lineas Aéreas Cave,Canaima - Ciudad Guayana -Charallave,Cessna 402,7.0,5.0,2.0,3.0,1.0,2.0,0.0,"The aircraft was making a night, VOR instrument approach to Runway 28.  Visual meteorological conditions prevailed, except for some parts of the airport which were obscured by low cloud.  Approaching Runway 28, the aircraft was too high to land and the pilot chose instead to enter a right downwind to land on Runway 10.  At approximately 400 feet above ground level on final for Runway 10, the aircraft entered some clouds, the base of which were reported by the tower operator to be at 10 meters.  The aircraft continued its descent, initially striking some trees about 400 feet short of the runway, then shearing off one of the main landing gear on a hillside road about 200 feet prior to the runway.  The aircraft, under full power and nose up, began to climb, but rolled inverted and crashed at the threshold of Runway 10.  The wing fuel tanks were ruptured and the fuselage, trailing fire, slid across the runway and stopped on the parallel taxiway.  A fire ensued and airport fire and rescue crews put out the fire within 10 minutes.  Both pilots and one passenger were killed by impact and the remaining four passengers were taken to the hospital with moderate injuries.  The primary cause of the accident was the pilot's decision to descend without visual reference to the surface.  A contributing factor was the negative affect on crew performance that resulted from not using oxygen at 12,000 feet during the flight from Ciudad Guayana.",Evening,0-5 Fatalities,1989-11-28 20:00:00,1989,November,Autumn,False,1985-1995,the aircraft was making a night vor instrument approach to runway 28  visual meteorological conditions prevailed except for some parts of the airport which were obscured by low cloud  approaching runway 28 the aircraft was too high to land and the pilot chose instead to enter a right downwind to land on runway 10  at approximately 400 feet above ground level on final for runway 10 the aircraft entered some clouds the base of which were reported by the tower operator to be at 10 meters  the aircraft continued its descent initially striking some trees about 400 feet short of the runway then shearing off one of the main landing gear on a hillside road about 200 feet prior to the runway  the aircraft under full power and nose up began to climb but rolled inverted and crashed at the threshold of runway 10  the wing fuel tanks were ruptured and the fuselage trailing fire slid across the runway and stopped on the parallel taxiway  a fire ensued and airport fire and rescue crews put out the fire within 10 minutes  both pilots and one passenger were killed by impact and the remaining four passengers were taken to the hospital with moderate injuries  the primary cause of the accident was the pilots decision to descend without visual reference to the surface  a contributing factor was the negative affect on crew performance that resulted from not using oxygen at 12000 feet during the flight from ciudad guayana
11/28/1989,18:25,"Block Island, Rhode Island",New England Airlines,"Block Island, RI - Westerly, RI",Britten-Norman BN-2A Islander,8.0,7.0,1.0,8.0,7.0,1.0,0.0,Crashed into the sea 4 miles Northwest of the Island. Unknown cause. There was sever turbulence and windshear in the area.,Evening,5-10 Fatalities,1989-11-28 18:25:00,1989,November,Autumn,True,1985-1995,crashed into the sea 4 miles northwest of the island unknown cause there was sever turbulence and windshear in the area
12/01/1989,09:30,"Patuxent, Maryland",Military - U.S. Army,Fort Belvoir - Patuxent River NAS,CASA 212 Aviocar 200,5.0,0.0,5.0,5.0,0.0,5.0,0.0,"The crew inadvertently selected ""Beta Range"" on the propellers at 800 feet. The aircraft then stalled and crashed into the river.",Morning,5-10 Fatalities,1989-12-01 09:30:00,1989,December,Winter,True,1985-1995,the crew inadvertently selected beta range on the propellers at 800 feet the aircraft then stalled and crashed into the river
12/21/1989,14:00,"Near Guayaramerin, Bolivia",Military - Bolivian Air Force,Guayaramerin - Santa Cruz,Lockheed C-130A,28.0,18.0,10.0,24.0,0.0,5.0,0.0,The passenger flight crashed into a jungle shortly after taking off.,Afternoon,20-50 Fatalities,1989-12-21 14:00:00,1989,December,Winter,False,1985-1995,the passenger flight crashed into a jungle shortly after taking off
12/26/1989,22:30,"Pasco, Washington",United Express,Yakima - Pasco,British Aerospace 3101 Jetstream 31,6.0,4.0,2.0,6.0,4.0,2.0,0.0,"The aircraft was observed sinking fast while attempting to land at Pasco. The aircraft suddenly nosed over and crashed short of the runway. The crew's decision to continue an unstabilized instrument landing system approach that led to a stall, most likely of the horizontal stabilizer, and loss of control at low altitude. Contributing to the accident was the air traffic controller's improper vectors that positioned the aircraft inside the outer marker while it was still well above the glideslope. Contributing to the stall and loss of control was the accumulation of airframe ice that degraded the aerodynamic performance of the airplane.",Evening,5-10 Fatalities,1989-12-26 22:30:00,1989,December,Winter,True,1985-1995,the aircraft was observed sinking fast while attempting to land at pasco the aircraft suddenly nosed over and crashed short of the runway the crews decision to continue an unstabilized instrument landing system approach that led to a stall most likely of the horizontal stabilizer and loss of control at low altitude contributing to the accident was the air traffic controllers improper vectors that positioned the aircraft inside the outer marker while it was still well above the glideslope contributing to the stall and loss of control was the accumulation of airframe ice that degraded the aerodynamic performance of the airplane
12/28/1989,22:30,"Near Visina, Romania",Tarom,Bicharest - Beogard,Antonov An-24RV,7.0,1.0,6.0,7.0,1.0,6.0,0.0,Crashed in poor weather conditions. Rumors suggest the plane was shot down.,Evening,5-10 Fatalities,1989-12-28 22:30:00,1989,December,Winter,True,1985-1995,crashed in poor weather conditions rumors suggest the plane was shot down
